Individual Establishment Salmonella Categories for Each Product,,,,,,
"for Sample Collection Period December 01, 2024 through November 29, 2025",,,,,,
,,,,,,
Establishment Number,Establishment Name,City,State,District Number,Product Class,Category
M7415+P7415+V7415,HOFFMAN'S QUALITY MEATS,HAGERSTOWN,MD,80,Comminuted Chicken,NA
M7428+P7428+V7428,"Joyce Foods, Inc.",Winston Salem,NC,80,Comminuted Chicken,NA
M7696+P7696,Mattern Sausage,Orange,CA,05,Comminuted Chicken,NA
M7834+P7834,"Premio Foods, Inc.",Union City,NJ,80,Comminuted Chicken,2
M7877A+P7877A+V7877A,Rastelli,Swedsboro,NJ,80,Comminuted Chicken,NA
M8126+P8126,Old Style Sausage,Louisville,CO,15,Comminuted Chicken,NA
M8139+P8139,Red Bird Farms Dist. Co.,Englewood,CO,15,Comminuted Chicken,2
M8271+P8271,Panizzera Meat Co.,Occidental,CA,05,Comminuted Chicken,NA
M8388+P8388,Imler's Poultry Inc.,Duncansville,PA,60,Comminuted Chicken,NA
M8406+P8406+V8406,Mennella'a Poultry,Paterson,NJ,80,Comminuted Chicken,NA
M8756+P8756,DeYulio Sausage Company LLC,Bridgeport,CT,60,Comminuted Chicken,NA
M8777+P8777,London Manhattan Corp.,Bronx,NY,60,Comminuted Chicken,NA
M8899+P8899,George L. Wells Meat Company,Philadelphia,PA,60,Comminuted Chicken,NA
M8951+P8951+V8951,Quality Meats and Culinary Specialties,Detroit,MI,50,Comminuted Chicken,NA
M8984+P8984,"Provimi Foods, Inc.",Seymour,WI,25,Comminuted Chicken,NA
M9145H+P9145H,Flanders Provision,Hastings,NE,15,Comminuted Chicken,3
M9179+P9179,Uncle John's Pride LLC,Tampa,FL,85,Comminuted Chicken,1
M9202+P9202+V9202,"Columbia Empire Meat Co., Inc.",Portland,OR,15,Comminuted Chicken,NA
M9760A+P9760A,"Herring Brothers Meats, Inc.",Guilford,ME,60,Comminuted Chicken,NA
M9783+P8422,"Schiff's Restaurant Service, Inc.",Scranton,PA,60,Comminuted Chicken,NA
M9792+P9792,Stoltzfus Meats Inc.,Gordonville,PA,60,Comminuted Chicken,NA
P1243,"Perdue Foods, LLC.",Rockingham,NC,80,Comminuted Chicken,3
P1250,Fieldale Farms Corporation,Cornelia,GA,85,Comminuted Chicken,1
P2178,PERDUE FOODS LLC,Georgetown,DE,80,Comminuted Chicken,3
P2372,DRR Processing LLC,Burton,TX,40,Comminuted Chicken,NA
P3302,Cluck Ya Poultry,Gardiner,ME,60,Comminuted Chicken,NA
P39915+V39915,"LOCUST POINT FARMS, LLC",ELKTON,MD,80,Comminuted Chicken,3
P40345,Misty Lea Farm Poultry Processing,Pembroke,KY,90,Comminuted Chicken,NA
P45819,King and Sons Poultry Service Inc,Bradford,OH,50,Comminuted Chicken,NA
P46213,Burgundy Pasture Poultry LLC,Hillsboro,TX,40,Comminuted Chicken,NA
P794,"B&B Poultry Co., Inc.",Norma,NJ,80,Comminuted Chicken,1
P9332A,Diestel Turkey Ranch,Chinese Camp,CA,05,Comminuted Chicken,NA
M1015+P1015+V1015,"Empire Kosher Poultry, Inc.",Mifflintown,PA,60,Young Turkey Carcasses,1
M13289+P963,Cargill Meat Solutions,Springdale,AR,35,Young Turkey Carcasses,1
M1655+P1655+V1655,"Rashbe Holdings, Inc.",Birdsboro,PA,60,Young Turkey Carcasses,1
M18866+P551,"Jennie-O Turkey Store Sales, LLC",Willmar,MN,25,Young Turkey Carcasses,1
M18909+P157,Diestel Turkey Ranch,Turlock,CA,05,Young Turkey Carcasses,NA
M19232+P19232+V19232,"Bowman & Landes Turkeys, Inc.",New Carlisle,OH,50,Young Turkey Carcasses,NA
M20446+P20446+V20446,Central Illinois Poultry Processing LLC,Arthur,IL,50,Young Turkey Carcasses,NA
M20935+P20935,"Michigan Turkey Producers Co-op, Inc.",Wyoming,MI,50,Young Turkey Carcasses,1
M2130+P2130,Cooper Farms Processing,St. Henry,OH,50,Young Turkey Carcasses,1
M27389+P27389+V27389,Pitman Farms,Sanger,CA,05,Young Turkey Carcasses,NA
M31727+P31727+V31727A,Kiryas Joel Poultry Processing Plant,Monroe,NY,60,Young Turkey Carcasses,1
M32130+P32130+V32130,Dakota Provisions LLC,Huron,SD,25,Young Turkey Carcasses,1
M4653A+P4653A+V4653A,"Agri Star Meat and Poultry, LLC",Postville,IA,25,Young Turkey Carcasses,NA
M544+P544,Jennie-O Turkey Store,Melrose,MN,25,Young Turkey Carcasses,1
M5533+P5533+V5533,"West Liberty Foods, LLC",West Liberty,IA,25,Young Turkey Carcasses,1
M579+P579+V579,Jennie-O Turkey Store,Faribault,MN,25,Young Turkey Carcasses,1
M7345+P7345,"Butterball, LLC",Mount Olive,NC,80,Young Turkey Carcasses,1
M751+P1049,Pitman Farms Inc. (Moroni Turkey Processing),Moroni,UT,15,Young Turkey Carcasses,1
M757+P757+V757,The Hillshire Brands Company,Storm Lake,IA,25,Young Turkey Carcasses,1
P1096A,"VPGC,LLC",HINTON,VA,80,Young Turkey Carcasses,1
P1209,Whitewater Processing LLC,Harrison,OH,50,Young Turkey Carcasses,1
P17734,Stonewood Farm Inc.,Orwell,VT,60,Young Turkey Carcasses,NA
P18,Cargill Meat Solutions Corporation,Dayton,VA,80,Young Turkey Carcasses,1
P18978,Misty Knoll Farms,New Haven,VT,60,Young Turkey Carcasses,NA
P22000,"Prestage Foods, Inc.",St Pauls,NC,80,Young Turkey Carcasses,1
P244+V244A,Plainville Farms,New Oxford,PA,60,Young Turkey Carcasses,1
P286,Perdue Foods LLC,Washington,IN,50,Young Turkey Carcasses,1
P38466,Sensenig Turkey Farm LLC,Lititz,PA,60,Young Turkey Carcasses,1
P425+V425,"Northern Pride, Inc.",Thief River Falls,MN,25,Young Turkey Carcasses,1
P44974+V44974,Goffle Road Poultry Farm,Wyckoff,NJ,80,Young Turkey Carcasses,NA
P45131,"Farbest Foods, Inc.",Vincennes,IN,50,Young Turkey Carcasses,1
P460+V460,Jaindl Turkey Sales Inc,Orefield,PA,60,Young Turkey Carcasses,NA
P511,"Butterball, LLC",Ozark,AR,35,Young Turkey Carcasses,1
P7174,"Butterball, LLC",Huntsville,AR,35,Young Turkey Carcasses,1
P7669,"Turkey Valley Farms, Inc.",Marshall,MN,25,Young Turkey Carcasses,1
P7769,"Farbest Foods, Inc.",Huntingburg,IN,50,Young Turkey Carcasses,1
P8437+V8437,Koch's Turkey Farm,Tamaqua,PA,60,Young Turkey Carcasses,1
P850,Turkey Coop Group,Camden,SC,85,Young Turkey Carcasses,2
P9332,Diestel Turkey Ranch,Sonora,CA,05,Young Turkey Carcasses,1
P961,Cargill Meat Solutions,California,MO,35,Young Turkey Carcasses,1
M10017+P10017,Bert Hazekamp & Son Inc.,Muskegon,MI,50,Comminuted Turkey,NA
M1015+P1015+V1015,"Empire Kosher Poultry, Inc.",Mifflintown,PA,60,Comminuted Turkey,2
M10828+P10828,Hillside Turkey Farm,Thurmont,MD,80,Comminuted Turkey,NA
M1160+P9207,Rocker Bros. Meat & Provision Inc.,Inglewood,CA,05,Comminuted Turkey,NA
M13289+P963,Cargill Meat Solutions,Springdale,AR,35,Comminuted Turkey,3
M15841+P15841,DiRusso's Sausage Incorporated,Youngstown,OH,50,Comminuted Turkey,1
M1791+P27353,"Best Chicago Meat Company, LLC",Chicago,IL,50,Comminuted Turkey,NA
M18506+P18506,Pride Enterprise Food Products,Raiford,FL,85,Comminuted Turkey,3
M18667+P18667,Ellsworth Foods Inc.,Tifton,GA,85,Comminuted Turkey,NA
M18678+P18678+V18678,"Fells Point, LLC",Baltimore,MD,80,Comminuted Turkey,NA
M18726+P18726,La Bella Sausage,Brooksville,FL,85,Comminuted Turkey,1
M18820+P18820,"Mathew's Prime Meats, Inc.",West Babylon,NY,60,Comminuted Turkey,NA
M18866+P551,"Jennie-O Turkey Store Sales, LLC",Willmar,MN,25,Comminuted Turkey,3
M18895+P18895,"US Foods, Inc.",Hawthorne,CA,05,Comminuted Turkey,NA
M18909+P157,Diestel Turkey Ranch,Turlock,CA,05,Comminuted Turkey,3
M190+P190+V190,"Jennie-O Turkey Store, Inc.",Barron,WI,25,Comminuted Turkey,1
M20935+P20935,"Michigan Turkey Producers Co-op, Inc.",Wyoming,MI,50,Comminuted Turkey,3
M21207+P21207+V21207,Lorentz Etc. Inc.,Cannon Falls,MN,25,Comminuted Turkey,NA
M2130+P2130,Cooper Farms Processing,St. Henry,OH,50,Comminuted Turkey,1
M21701+P21701,"Alena Foods, Inc.",Fresno,CA,05,Comminuted Turkey,NA
M22095+P22095+V22095,Creston Valley Meats,Creston,CA,05,Comminuted Turkey,NA
M31727+P31727+V31727A,Kiryas Joel Poultry Processing Plant,Monroe,NY,60,Comminuted Turkey,NA
M4187+P4187+V4187,"Wayne Provisions Company, Inc.",Vernon,CA,05,Comminuted Turkey,NA
M4398+P4398,"DiLuigi Foods, Inc",Danvers,MA,60,Comminuted Turkey,1
M4445+P4445,Picone Meat Specialties LTD,Mamaroneck,NY,60,Comminuted Turkey,NA
M4460+P4460+V4460,Great American Foods,Newark,NJ,80,Comminuted Turkey,1
M45394+P45394,"CM & R, Inc.",St. Paul,MN,25,Comminuted Turkey,NA
M45888+P45888,Master Sausage LLC,Orlando,FL,85,Comminuted Turkey,NA
M46205+P46205+V46205,Dakota Provisions - West,Huron,SD,25,Comminuted Turkey,3
M46248+P46248,"Slagel Family Meats, Inc.",Forrest,IL,50,Comminuted Turkey,NA
M4651A+P4651A,LaFrieda Meats Inc.,North Bergen,NJ,80,Comminuted Turkey,NA
M46841+P46841+V46841,Lakeside Refrigerated Services,Swedesboro,NJ,80,Comminuted Turkey,NA
M4686+P4686+V4686,"Arctic Foods USA, LLC",Washington,NJ,80,Comminuted Turkey,NA
M46870+P46870,"Butterball, LLC",Raeford,NC,80,Comminuted Turkey,3
M4934+P4934,T & J Sausage Kitchen,Anaheim,CA,05,Comminuted Turkey,NA
M4985+P4985,"Modesto Food Distributors, Inc.",Hayward,CA,05,Comminuted Turkey,NA
M5067+P5067,Kingsland Meat Distributors Inc.,Woodland Park,NJ,80,Comminuted Turkey,NA
M5292+P5292,"G & L Meat Company, Inc.",North Syracuse,NY,60,Comminuted Turkey,1
M5351+P5351,Martin's Specialty Sausage Company Inc.,Mickleton,NJ,80,Comminuted Turkey,1
M5477+P5477,"Unity Beef Sausage Co., Inc.",Newark,NJ,80,Comminuted Turkey,NA
M579+P579+V579,Jennie-O Turkey Store,Faribault,MN,25,Comminuted Turkey,2
M5916+P5916+V5916,"Longhini, LLC",New Haven,CT,60,Comminuted Turkey,1
M6028A+P4114+V6028A,West Coast Prime Meats LLC,Brea,CA,05,Comminuted Turkey,NA
M6056A+P6056A,Schenk Packing Company Warehouse,Mount Vernon,WA,15,Comminuted Turkey,NA
M6555+P34794,"Fayette Packing Company, Inc.",Eads,TN,90,Comminuted Turkey,NA
M6765+P6765,Wichita Packing Company,Chicago,IL,50,Comminuted Turkey,NA
M7345+P7345,"Butterball, LLC",Mount Olive,NC,80,Comminuted Turkey,3
M7464+P7464,F.B. Purnell Sausage Company Inc.,Simpsonville,KY,90,Comminuted Turkey,NA
M751+P1049,Pitman Farms Inc. (Moroni Turkey Processing),Moroni,UT,15,Comminuted Turkey,3
M7696+P7696,Mattern Sausage,Orange,CA,05,Comminuted Turkey,NA
M77+P77+V3767,"Maid-Rite Specialty Foods, Inc.",Dunmore,PA,60,Comminuted Turkey,NA
M8328+P8328,Halperns' Steak and Seafood,Fort Lauderdale,FL,85,Comminuted Turkey,NA
M8388+P8388,Imler's Poultry Inc.,Duncansville,PA,60,Comminuted Turkey,NA
M8727+P8727+V8727,"Butterball, LLC",Carthage,MO,35,Comminuted Turkey,3
M8899+P8899,George L. Wells Meat Company,Philadelphia,PA,60,Comminuted Turkey,NA
M8983+P8983,"Sysco Western Minnesota, Inc.",St Cloud,MN,25,Comminuted Turkey,1
M9792+P9792,Stoltzfus Meats Inc.,Gordonville,PA,60,Comminuted Turkey,NA
P1096A,"VPGC,LLC",HINTON,VA,80,Comminuted Turkey,2
P18,Cargill Meat Solutions Corporation,Dayton,VA,80,Comminuted Turkey,3
P18978,Misty Knoll Farms,New Haven,VT,60,Comminuted Turkey,NA
P2171,DiPaola Turkeys Inc.,Trenton,NJ,80,Comminuted Turkey,NA
P22000,"Prestage Foods, Inc.",St Pauls,NC,80,Comminuted Turkey,2
P244+V244A,Plainville Farms,New Oxford,PA,60,Comminuted Turkey,2
P286,Perdue Foods LLC,Washington,IN,50,Comminuted Turkey,3
P38466,Sensenig Turkey Farm LLC,Lititz,PA,60,Comminuted Turkey,NA
P7174,"Butterball, LLC",Huntsville,AR,35,Comminuted Turkey,NA
P7669,"Turkey Valley Farms, Inc.",Marshall,MN,25,Comminuted Turkey,1
P8437+V8437,Koch's Turkey Farm,Tamaqua,PA,60,Comminuted Turkey,1
P9332,Diestel Turkey Ranch,Sonora,CA,05,Comminuted Turkey,NA
P9332A,Diestel Turkey Ranch,Chinese Camp,CA,05,Comminuted Turkey,3
P961,Cargill Meat Solutions,California,MO,35,Comminuted Turkey,1
